Kingdom	Phylum	Class	Order	Family	Genus	C1_A	C10_A	C10_B	C10_C	C11_A	C11_B	C11_C	C12_A	C12_B	C12_C	C2_A	C2_B	C2_C	C3_A	C3_B	C4_A	C4_B	C4_C	C5_A	C5_B	C5_C	C6_B	C6_C	C7_A	C7_B	C7_C	C8_A	C8_B	C8_C	C9_A	C9_B	C9_C	J1_A	J1_B	J1_C	J10_A	J10_B	J10_C	J11_A	J11_B	J11_C	J12_A	J12_B	J12_C	J13_A	J13_B	J13_C	J14_A	J14_B	J14_C	J15_A	J15_B	J15_C	J16_A	J16_B	J16_C	J17_A	J17_B	J17_C	J18_A	J18_B	J18_C	J19_A	J19_B	J19_C	J2_A	J2_B	J2_C	J20_A	J20_B	J20_C	J21_A	J21_B	J21_C	J22_A	J22_B	J22_C	J23_A	J23_B	J23_C	J24_A	J24_B	J24_C	J3_A	J3_B	J3_C	J4_A	J4_B	J4_C	J5_A	J5_B	J5_C	J6_A	J6_B	J6_C	J7_A	J7_B	J7_C	J8_A	J8_B	J8_C	J9_A	J9_B	J9_C	M1_A	M1_B	M1_C	M10_A	M10_B	M10_C	M11_A	M11_B	M11_C	M12_A	M12_B	M12_C	M2_A	M2_B	M2_C	M3_A	M3_B	M3_C	M4_A	M4_B	M4_C	M5_A	M5_B	M5_C	M6_B	M6_C	M7_A	M7_B	M7_C	M8_A	M8_B	M8_C	M9_A	M9_B	M9_C
Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	94	114	101	0	35	0	0	0	0	78	8	3	0	12	4	0	4	0	0	0	0	0	0	78	48	20	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Herpotrichiellaceae	3501	3867	2070	2546	712	415	2597	2801	1879	1439	1299	2337	1074	2401	781	1169	911	837	258	457	555	652	1866	2829	5302	4427	710	397	639	2762	818	1605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	729	903	148	147	557	19	0	33	205	307	85	785	413	941	15105	3386	5850	4	7504	706	57	0	1016	404	257	60	367	446	568	308	832	110	86	82
Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae;__	Trichomeriaceae;__	7	0	28	0	10	0	38	0	31	62	1383	11	7	119	0	238	339	651	0	0	0	91	203	116	181	53	35	86	129	12	32	44	941	2090	573	3404	979	498	2283	600	4786	931	2571	1039	1584	1511	464	1310	117	257	265	0	0	0	0	0	0	30	11	881	853	3461	1584	2261	172	1418	530	216	79	181	121	0	0	40	0	0	82	466	1587	66	78	62	1743	1358	1619	1233	2434	1740	3321	1910	1011	961	1006	2239	427	880	1869	631	1948	731	126	3597	2851	765	113	2572	540	50	15	0	0	0	17	35	16	14	0	0	70	0	0	0	0	0	0	153	92	0	11	242	64	26	0	8	27	0	13	0	43
Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Arthrocladium	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	38	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	12	0	0	9	15	0	0	0	0	0	0	0	0	83	74	12	17	0	12	0	0	0	0	0	10	49	0	17	0	0	0	0
Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	185	207	305	86	365	459	0	230	0	26	249	919	86	747	921	204	202	807	144	15	91	115	0	0	214	199	93	170	215	45	0	86	101	29	19	0	6	182	610	899	88	0	620	447	0	320	2094	150	273	74	3541	0	264	356	0	51	356	389	2463	190	161	235	229	33	85	0	123	1322	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales	Chaetothyriales	26	637	433	16	159	16	19	33	124	1071	250	73	94	0	35	33	57	0	152	80	8	0	721	198	486	18	61	340	120	54	0	14	640	587	954	474	608	501	387	320	264	396	422	455	660	1000	233	2147	560	702	5268	136	1263	295	59	255	524	603	193	413	367	312	168	156	210	835	874	762	89	83	90	291	378	71	411	482	71	976	3426	183	367	4046	739	1382	460	668	507	800	1239	493	1236	1329	534	1656	441	595	796	345	598	403	345	555	2621	892	454	758	365	1111	374	143	991	549	1210	1020	1270	235	473	669	452	0	127	61	315	123	6	503	160	26	412	170	398	701	221	1696	1909	492	1269	341	365
Fungi	Ascomycota	Eurotiomycetes	Eurotiales;__;__	Eurotiales;__;__	Eurotiales;__;__	0	0	0	0	37	34	74	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	6	0	0	16	0	0	0	32	0	0	111	0	44	0	0	27	0	0	0	0	0	39	0	0	0	0	0	84	25	17	0	0	36	0	0	0	0	12	0	82	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	40	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae;__	Aspergillaceae;__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	31	190	319	559	1286	154	107	164	532	491	679	44	0	28	703	1110	1213	1370	569	1490	926	2058	1599	1425	2524	5388	152	212	345	275	1012	923	97	152	245	124	470	757	289	659	422	121	310	195	348	1212	320	460	399	245	145	95	119	118	158	203	160	116	163	296	381	4600	203	298	295	100	258	737	631	685	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	2036	14	153	1145	52	7	180	0	45	42	6	0	0	4	27	18	0	0	0	0	0	32	0	108	67	65	44	0	0	49	19	9	15	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	24	0	0	0	25	0	0	0	0	0	48	0	0	0	0	11	0	0	0	0	0	15	0	0	0	0	0	0	44	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	771	185	768	2132	2504	440	3205	517	1027	1817	3539	419	423	391	40	0	48	296	1857	144	33	134	88	34	501	104	1197	660	568	4613	1367	887	1556	640	369
Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	778	689	867	494	1335	284	383	643	750	1042	789	542	194	204	411	327	245	117	907	701	558	495	866	2138	973	577	570	538	244	196	126	50	483	686	278	399	315	664	452	146	293	256	319	503	1116	479	766	1155	479	806	623	636	2131	6870	1211	1713	729	1241	3496	1497	1370	1956	1486	2368	1046	445	485	358	662	692	1386	1019	1016	1062	428	1143	1166	3001	4061	1250	485	294	654	477	248	270	591	469	560	845	591	1075	412	474	4273	439	662	487	753	527	740	664	622	417	1947	301	1184	2764	916	308	2440	2681	1359	3158	2827	632	576	134	433	20	243	2945	1146	190	213	956	389	187	2049	542	424	521	362	1699	762	372	1544	1340	35616
Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Rasamsonia	0	193	63	9	0	11	19	209	682	484	16	34	20	61	13	3	166	0	0	14	15	0	18	0	0	0	0	0	0	6	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	50	103	30
Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	319	71	98	384	59	70	91	533	196	170	93	89	58	23	79	162	212	95	66	42	47	0	89	571	541	264	29	42	31	26	107	76	1077	1165	848	655	553	1179	286	128	323	407	749	692	498	305	111	726	1055	1285	91	266	301	337	124	127	161	261	217	59	127	127	483	472	3586	1298	268	265	54	218	18	492	862	357	149	1325	652	773	189	911	231	1234	370	544	490	594	133	283	1502	433	474	985	825	1505	941	831	1074	798	157	143	50	250	410	212	621	530	552	340	28	30	271	387	177	345	365	273	133	129	309	62	359	729	312	259	89	288	673	99	86	72	94	198	248	447	944	218	1162	3556	1201
Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Thermomyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	10	0	0	0	0	0	0	0
Fungi	Ascomycota	Eurotiomycetes	Onygenales;__;__	Onygenales;__;__	Onygenales;__;__	19	0	0	6	0	0	5	47	7	60	0	0	7	0	5	0	22	9	18	4	0	7	56	0	0	4	33	17	19	0	0	1129	16	9	0	8	7	32	20	8	23	13	36	22	11	16	11	24	36	34	68	141	129	52	46	34	36	29	63	4	0	0	17	17	0	9	0	0	19	77	158	75	60	75	10	22	13	142	33	0	48	31	44	7	20	32	5	12	17	15	5	17	27	50	24	52	41	63	26	7	20	10	18	43	102	13	54	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arachnomycetaceae	Arachnomyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	72	46	53	11	31	49	32	29	0	52	42	11	29	29	54	75	23	134	75	0	17	74	0	77	0	0	29	0	25	8	0	20	27	0
Fungi	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Leucothecium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	11	0	84	17	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Myriodontium	0	0	0	0	0	0	13	0	0	31	0	7	0	0	17	0	0	27	0	0	31	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	62	89	11	4	7	0	0	0	5	39	12	0	0	0	0	0	0	21	0	0	0	0	0	57	0	0	0	7	0	0	12	0	0	350
Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Arthropsis	0	0	0	0	0	0	0	0	0	0	15	0	0	0	4	0	0	0	0	0	13	0	0	0	3	0	0	9	0	0	0	0	0	0	0	35	0	0	0	0	0	0	4	78	3	0	0	8	0	0	16	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	422	0	0	0	0	0	4	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	16	0	0	0	0	0	0	0	6	4	50	21	43	0	20	23	24	0	0	0	27	0	5	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales	Onygenales	0	0	0	0	0	0	0	0	0	124	0	0	583	0	0	2713	471	1936	0	0	93	0	51	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	74	0	0	0	56	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	388	76	0	0	0	0
Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales	Phaeomoniellaceae	Phaeomoniella	14	0	0	0	0	0	0	15	37	8	33	44	32	43	35	207	181	103	76	137	75	48	94	8	6	0	45	37	12	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	23	0	0	0	8	21	17	4	9	0	17	31	7	0	0	12	0	0	0	0	0	0	6	0	10	31	0	60	218	9	8	0	0
Fungi	Ascomycota	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	Eurotiomycetes	0	0	38	144	294	56	3107	53	551	670	95	3076	310	239	2978	1266	203	285	17	396	970	86	214	372	14	956	3052	923	2178	741	60	739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	12	0	27	0	3	5	0	42	5	0	705	331	108	3109	1174	918	155	1321	311	850	296	45	474	31	3	53	0	0	252	166	0	0	3
Fungi	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	Trichoglossum	0	0	4	0	1620	234	523	7	0	0	3	0	16	308	2263	3	6	0	0	3	12	0	81	0	0	0	0	20	8	16734	7175	2384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Cryptodiscus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	400	0	77	0	563	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Cyanodermella	0	0	59	0	0	0	0	0	9	5	0	0	0	0	0	0	0	0	11	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Collemataceae	Leptogium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	5	20	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	621	793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	10	4	609	1255	0	4	0	0	356	0	0	84	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Leotiomycetes;__;__;__	Leotiomycetes;__;__;__	Leotiomycetes;__;__;__	Leotiomycetes;__;__;__	32	68	68	49	0	0	105	107	50	224	51	516	230	0	0	0	0	0	40	44	118	49	51	0	39	40	63	68	337	385	148	188	157	323	550	477	165	119	546	129	473	184	264	276	447	46	94	360	736	1559	1802	1501	1143	1697	936	1032	2835	1311	560	1290	1074	2483	320	326	257	164	517	1267	5886	1665	948	3020	1108	1083	2369	1954	1291	577	502	90	1079	836	1472	1224	458	93	120	134	237	194	309	1986	77	111	146	158	66	137	305	176	352	282	697	1220	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0
Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Podosphaera	0	0	0	0	0	0	0	0	0	0	5	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	24	4	0	0	0	0	0	0	0	0	0	0	10	3	0	0	0	0	14	6	0	4	0	0	0	0	23	0	0	0	0	0	0
Fungi	Ascomycota	Leotiomycetes	Helotiales;__;__	Helotiales;__;__	Helotiales;__;__	0	42	346	69	166	23	69	78	100	383	47	19	17	20	90	11	41	35	18	0	0	5	14	83	26	145	72	85	79	67	32	12	394	1121	935	1600	1119	340	1477	637	1654	404	984	757	984	565	405	1274	852	1435	2635	1051	538	1079	168	1277	164	90	108	1622	1270	647	716	203	322	1967	820	756	109	126	80	200	224	301	139	242	143	670	605	171	269	611	726	1495	1032	1420	1282	1477	1915	1662	608	897	862	1786	410	331	454	576	1398	375	956	1524	1455	1288	0	0	9	246	19	7	212	49	95	169	91	59	6	16	0	0	0	29	42	25	0	0	0	0	15	43	43	22	9	45	88	34	384	31	70
Fungi	Ascomycota	Leotiomycetes	Helotiales	Chaetomellaceae	Chaetomella	0	60	23	0	0	0	0	0	3	10	11	11	0	0	0	0	11	0	0	0	0	0	4	26	18	8	0	0	0	13	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	11	0	0	25	83	48	34	25	43	0	0	9	24	46	0	4	0	0	11	0	42	6	5	18	0	9	106	8	37
Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Neofabraea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Pezicula	64	14	44	10	0	0	9	39	65	20	8	16	19	15	38	10	0	27	8	27	0	0	25	5	63	19	23	30	0	0	0	0	38	38	48	1184	69	61	271	38	171	69	203	91	0	0	0	405	73	2548	41	55	45	36	0	19	34	38	44	465	557	2250	691	94	25	91	91	37	45	18	0	0	0	0	19	36	0	313	11	65	27	72	61	287	0	0	136	32	71	183	99	32	28	313	14	422	91	4139	50	30	16	83	148	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae;__	Helotiaceae;__	0	0	0	0	42	31	6	0	0	0	0	0	0	40	496	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	35	5	0	0	0	0	0	0	0	0	0	0	0	6	8	8	99	0	0	9	7	0	11	0	0	0	0	0	13	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	0	6	0	12	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Articulospora	0	0	0	0	0	0	0	0	448	6	0	0	0	0	0	0	3	0	0	8	0	0	0	20	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Fontanospora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	125	0	63	178	0	223	213	97	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	270	98	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Hymenoscyphus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	31	1884	0	0	21	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	510	12	0	53	24	0	0	4	0	1086	16	3	961	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Pseudohelotium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1234	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	607	0	0	10	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Scytalidium	80	7	0	16	319	81	233	181	124	93	46	22	31	12	34	81	53	42	442	234	483	25	30	38	48	22	42	55	74	9	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	76	10	48	0	165	252	94	330	370	23	148	36	5	0	39	501	39	29	5	73	0	0	257	55	41	16	100	36	21	0	199	113	39
Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	9	5	0	0	0	0	0	102	100	95	35	19	21	0	0	25	25	10	36	15	0	27	35	0	4	0	71	82	71	8	0	0	60	15	0	19	11	41	33	2	27	45	14	27	8	47	5	51	0	0	18	0	8	0	0	0	0	0	0	523	18	11	11	5	17417	5	43	0	0	42	0	0	0	0	0	0	0	13	32	2946	0	0	0	31	6	0	723	15	92	81	4	0	4	0	33	156	0	13	270	0	0	92	0	1007	91	123	174	220	131	42	199	73	119	212	232	80	141	73	56	0	99	75	245	121	0	230	311	0	111	19	147	102	80	146	450	101	138	85	54
Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Acidomelania	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	34	12	0	0	6	0	35	0	0	80	32	10	41	0	0	0	10	12	0	12	4	0	0	0	114	21	3	3	0	0	8	18	0	0	9	0	0	0	0	0	0	0	0	0	48	0	0	0	16	0	0	37	8	0	90	69	0	0	0	0	72	0	0	2117	12	4	56	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Cadophora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	499	156	53	390	264	616	403	464	2954	432	556	539	593	466	236	1119	273	1144	40	39	66	36	17	16	89	77	60	2076	372	211	169	73	454	474	490	511	59	115	74	114	269	445	208	238	23	181	81	2040	243	226	132	560	625	444	679	537	617	482	330	286	374	554	405	1546	261	156	1135	106	109	834	1044	922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
